prevalence,kappa,trial,model,repeat,generation_seed,group,generated_entities,validation_entities,amount_ks,amount_lag1_acf_error,amount_scaled_w1,gap_conditioned_mark_tv,gap_ks,gap_lag1_acf_error,gap_repeat_mi_error,gap_scaled_w1,gap_zero_rate_error,length_scaled_w1,mark_sparse_tv,short_gap_repeat_curve_l1,transition_conditioned_mark_tv
0.10,0,1,Ecal,3,2026092203,context_1,187,653,0.04361950401227621,0.03528265381231365,0.07049188808906555,0.06192423425114465,0.02652819825138064,0.025793688517747923,0.00044521324795041776,0.05162542642820047,0.0,0.02268018442236983,0.048712403278626734,0.02072927750709024,0.14232920212355857
0.10,0,1,Ecal,3,2026092203,pooled,2048,6846,0.04490924593427392,0.004019697920882605,0.07099325437833962,0.016651127000568356,0.021313871671950257,0.03468004482679836,1.7156749029568672e-05,0.051432428315295195,0.0,0.014722275239418995,0.012542068033761577,0.006169616918373536,0.045417815422794196
0.10,0,1,Ecal,4,2026092204,context_0,1861,6193,0.04451525444628557,0.003269210815498682,0.07366679921804378,0.016797118348221382,0.022479212344600152,0.02486213804373251,2.4333407131730143e-05,0.052294932354412516,0.0,0.01499754060090898,0.010107746203401855,0.0039748797722109356,0.04909809809903307
0.10,0,1,Ecal,4,2026092204,context_1,187,653,0.036305533448569516,0.00945165084878027,0.05864445750296994,0.06449659860412486,0.02437987417316334,0.01845702951164835,0.00044412228566403976,0.05144865842744672,0.0,0.02268018442236983,0.05048630452359994,0.016703913966502334,0.133607901236087
0.10,0,1,Ecal,4,2026092204,pooled,2048,6846,0.04305870353237684,0.0037727911815880304,0.07199113364283695,0.018739952793758615,0.022561730219781362,0.02426938501574935,2.5802563871199632e-05,0.05212228556584852,0.0,0.014722275239418995,0.011410044629079984,0.003853236492748804,0.04718421611041132
0.10,0,2,U,0,2026092300,context_0,1863,6193,0.030077126188625403,0.002228000049705124,0.0584783463188051,0.016252255247420546,0.020899234922668652,0.023016659176859022,5.4804245724688155e-05,0.05138699482062143,0.0,0.02266768473296648,0.00949608496801114,0.010969240221921991,0.05013899866310684
0.10,0,2,U,0,2026092300,context_1,185,653,0.03325819173331929,0.006879116000582158,0.05831039479238224,0.05422737733708106,0.028705213512081662,0.023036639352890673,0.0002372540853219381,0.05118690931576103,0.0,0.03744360746657839,0.03153579516651275,0.015236780467697279,0.13550332922430383
0.10,0,2,U,0,2026092300,pooled,2048,6846,0.030018074020639607,0.0026497363811294203,0.05843496223080253,0.01731470992438753,0.020676594574121743,0.02300800428638128,5.1536202579652817e-05,0.05120746313243443,0.0,0.021296401696702435,0.011690135202897016,0.010245649313264446,0.047954201512626346
0.10,0,2,U,1,2026092301,context_0,1863,6193,0.03472921872849727,0.0023605750694863834,0.0646261869026528,0.019827034498444505,0.02205835955174873,0.02317671629597942,8.130675064419856e-05,0.05169801042554579,0.0,0.02266768473296648,0.012101284583890062,0.00959708354361882,0.04976482269785968
0.10,0,2,U,1,2026092301,context_1,185,653,0.027871840231564637,0.015899807900257606,0.06275439629942509,0.057632985335851344,0.027060476669976408,0.0317125109391853,0.0016237655308481793,0.051457490420379406,0.0,0.03744360746657839,0.04737112715017994,0.02399709835256449,0.135384255330558
0.10,0,2,U,1,2026092301,pooled,2048,6846,0.033484859758369956,0.003628761288068688,0.06427742885215035,0.016820944347354982,0.021689423743601832,0.023941495412086164,7.990342492632512e-05,0.05135562226033887,0.0,0.021296401696702435,0.010024203296002804,0.009917908911075858,0.046993352531107736
0.10,0,2,U,2,2026092302,context_0,1863,6193,0.033882514281480924,0.00678075604715905,0.06277285506993266,0.016660304829607866,0.023604956234739016,0.019873982105716503,2.402975568090366e-05,0.051976868985487215,0.0,0.02266768473296648,0.01020696879315354,0.017208919429166535,0.047468482716750894
0.10,0,2,U,2,2026092302,context_1,185,653,0.036577983813269765,0.009027415937020503,0.06354910450883246,0.05204257588445464,0.0343103222943032,0.014259375252984346,0.0005367845876705905,0.0529818498388213,0.0,0.03744360746657839,0.024472962329630685,0.028660286187760786,0.1315948111015114
0.10,0,2,U,2,2026092302,pooled,2048,6846,0.03364075705383679,0.006993623414069496,0.06265347453376555,0.015701568279145036,0.023931741025635223,0.016704885330000238,3.687491807662373e-05,0.05167254202554361,0.0,0.021296401696702435,0.007153438151206098,0.01764296455071731,0.04673975786155065
0.10,0,2,U,3,2026092303,context_0,1863,6193,0.03303944389211211,0.009258424948340276,0.06412349211814856,0.016354772122908874,0.020876052430087055,0.027425481817882444,4.208500479635895e-06,0.05136019122160042,0.0,0.02266768473296648,0.009931746630009553,0.0112961052809072,0.046632653423216264
0.10,0,2,U,3,2026092303,context_1,185,653,0.03878167039785463,0.019115004963727485,0.06622764401055206,0.054442812460156004,0.03473364933565837,0.05492829260351641,0.00011168299535109277,0.05830297179802912,0.0,0.03744360746657839,0.03725045783613768,0.018418035250280015,0.12886384489261374
0.10,0,2,U,3,2026092303,pooled,2048,6846,0.03353002003780042,0.006741303947727054,0.0642642866265843,0.016341519450892364,0.020549990927936745,0.02992112169704421,1.7620556476416065e-06,0.05130931084578905,0.0,0.021296401696702435,0.008851022357500776,0.011394521682961865,0.046168011513593926
0.10,0,2,U,4,2026092304,context_0,1863,6193,0.032473464934850815,0.003511981967540977,0.062190755267206695,0.023338933633458674,0.02247564441821759,0.020735522912405602,5.989124121349456e-05,0.052103596454706386,0.0,0.02266768473296648,0.01751131823833994,0.013518392246186704,0.05136304634468025
0.10,0,2,U,4,2026092304,context_1,185,653,0.03165707064216622,0.002692919160224861,0.05782492619595559,0.051028966648905966,0.023890183636880336,0.023702566812251177,0.0003544145206019197,0.05070710225286605,0.0,0.03744360746657839,0.03527253552511251,0.02745106582571915,0.1334482514636287
0.10,0,2,U,4,2026092304,pooled,2048,6846,0.03174147255195414,0.0029563364001956053,0.06172621344082499,0.022586815442493004,0.022111435897551934,0.020980040683790183,6.772926121553953e-05,0.05186617742718299,0.0,0.021296401696702435,0.017652302570352305,0.014542713093800001,0.049884223193652544
0.10,0,2,Ucal,0,2026092300,context_0,1863,6193,0.029988235324383994,0.002305350332964431,0.0584973032116811,0.016018366377038216,0.020876052430087055,0.023123508910077112,5.568299830284496e-05,0.05137284739709149,0.0,0.02266768473296648,0.009496084968011142,0.005108245457676303,0.04989270312932586
0.10,0,2,Ucal,0,2026092300,context_1,185,653,0.03348336624356468,0.007160488730785518,0.05831411522751555,0.05463024762269294,0.029175138324111727,0.023515490283270005,0.00025215509478345463,0.05125620090872396,0.0,0.03744360746657839,0.031336656548917374,0.01465493928888218,0.13569946782044898
0.10,0,2,Ucal,0,2026092300,pooled,2048,6846,0.030038300557856445,0.0027446316537225145,0.058452928507351,0.0172113285773862,0.0206554939664243,0.023148672571985773,5.4802835483873445e-05,0.05119621711728196,0.0,0.021296401696702435,0.011528322905162373,0.0048829954531256,0.04786480606331025
0.10,0,2,Ucal,1,2026092301,context_0,1863,6193,0.03468477329637659,0.0024142287295510815,0.06464094360143013,0.01902716289991491,0.022151089522075118,0.023410347655104802,7.705165591447981e-05,0.05172279449343427,0.0,0.02266768473296648,0.010768697887793173,0.006070933402200796,0.049246236474410246
0.10,0,2,Ucal,1,2026092301,context_1,185,653,0.027535401837535556,0.015824474302183394,0.06267695740995607,0.055432521478079005,0.027295439075991468,0.03248414101098378,0.001495002585544387,0.05153101339961581,0.0,0.03744360746657839,0.0441478404866876,0.020583680070014206,0.1361011087750348
0.10,0,2,Ucal,1,2026092301,pooled,2048,6846,0.03346463322115317,0.003670670614642102,0.06429923665671719,0.0169551076502662,0.02177382617439183,0.024223887584321258,8.003781787305458e-05,0.051373049226928987,0.0,0.021296401696702435,0.009087040240630307,0.005315220789296254,0.046491515106487455
0.10,0,2,Ucal,2,2026092302,context_0,1863,6193,0.033793623417239516,0.006861745248828495,0.06280018714943092,0.016950503224962474,0.023535408756994225,0.02027406033296089,2.4285341742133048e-05,0.05199116651724727,0.0,0.02266768473296648,0.009677944271433231,0.010541912742278555,0.04692151512708485
0.10,0,2,Ucal,2,2026092302,context_1,185,653,0.03680315832351522,0.008921855400344007,0.06359569160698465,0.051846919134622645,0.0343103222943032,0.012666251373873547,0.0006441716957046311,0.052904479217033354,0.0,0.03744360746657839,0.025028217297688955,0.02642588502642846,0.13064299040032537
0.10,0,2,Ucal,2,2026092302,pooled,2048,6846,0.033580077442186274,0.007057753456911076,0.06268272063630219,0.015669371497865268,0.02380513737945017,0.017213612139413303,3.746147030285387e-05,0.05168614915946264,0.0,0.021296401696702435,0.006484878486622329,0.011097582834508051,0.0457185962460385
0.10,0,2,Ucal,3,2026092303,context_0,1863,6193,0.03318990312926279,0.009204044863425171,0.06417671187136784,0.01605577913660821,0.020876052430087055,0.027510525626621637,2.51394841982623e-06,0.05137004070343299,0.0,0.02266768473296648,0.009435560499790621,0.004184258795580188,0.046182535139291964
0.10,0,2,Ucal,3,2026092303,context_1,185,653,0.03900684490810008,0.019165840976709453,0.06631526144784015,0.05480306153345741,0.03520357414768849,0.05427078250000485,0.00010538968935677533,0.05874565059974867,0.0,0.03744360746657839,0.03680010881564679,0.016410957787126125,0.12924417748856934
0.10,0,2,Ucal,3,2026092303,pooled,2048,6846,0.03367160579831824,0.0066869022043097815,0.06432097123500607,0.016212444471889312,0.020549990927936745,0.029942239845062044,2.56783741966385e-06,0.05133450406129621,0.0,0.021296401696702435,0.008883582476768445,0.004528547985871494,0.045474203666318755
0.10,0,2,Ucal,4,2026092304,context_0,1863,6193,0.032504338109165754,0.0036070121671274435,0.06214736982934877,0.02330435097487683,0.022406096940472797,0.02039536876709709,6.493233850446672e-05,0.052070839102085584,0.0,0.02266768473296648,0.01714809149711197,0.008776134286763734,0.050994710539575605
0.10,0,2,Ucal,4,2026092304,context_1,185,653,0.03165707064216622,0.002822139914298778,0.05785369966075257,0.05096722961192525,0.023890183636880336,0.02355474567523673,0.0003659050374580265,0.05071085556179725,0.0,0.03744360746657839,0.03437183748413073,0.02498846492068442,0.1331026342853225
0.10,0,2,Ucal,4,2026092304,pooled,2048,6846,0.03177990540058517,0.003031864224893286,0.061688328943043144,0.022808363652684543,0.02204813407445938,0.02065687466026199,7.103721117032095e-05,0.05183746833083221,0.0,0.021296401696702435,0.017611849495918666,0.009826348889357763,0.04894464444286987
0.10,0,2,E,0,2026092300,context_0,1863,6193,0.02971580089868242,0.002575004335321967,0.05842688816276543,0.016358390199955997,0.020876052430087055,0.023698835384367248,1.934385515090886e-05,0.05137726366692449,0.0,0.02266768473296648,0.00922941237528683,0.010540506944523105,0.050511502834804774
0.10,0,2,E,0,2026092300,context_1,185,653,0.03375334838121624,0.007629982365232312,0.0585585317540651,0.05375578930468611,0.02988002554215685,0.02476926022190014,0.00017891108646541861,0.051346410090501456,0.0,0.03744360746657839,0.0273436136846608,0.014375210565086598,0.13577975499088446
0.10,0,2,E,0,2026092300,pooled,2048,6846,0.029854494025327638,0.00303196333436815,0.05841355592140019,0.018099234322958006,0.0206554939664243,0.02378487501553618,2.456785529007918e-05,0.05120308141039127,0.0,0.021296401696702435,0.012179718907812895,0.008659223219841168,0.04855789261118604
0.10,0,2,E,1,2026092301,context_0,1863,6193,0.03442176350086096,0.002155347857127332,0.06451223117988947,0.019210399502004847,0.022081542044330327,0.022231936059539506,3.639209550144269e-05,0.051519114096842435,0.0,0.02266768473296648,0.010945703348751517,0.007557128540422855,0.048493079393550804
0.10,0,2,E,1,2026092301,context_1,185,653,0.027522081817317967,0.015187571180084248,0.0628530848308964,0.05665158608865597,0.026590551857946343,0.0300521183584357,0.0018803615766880446,0.051603394278569664,0.0,0.03744360746657839,0.043295129041220015,0.023815920389391343,0.13498941814454457
0.10,0,2,E,1,2026092301,pooled,2048,6846,0.03323036233050486,0.0033763224314378717,0.06419277510935607,0.016237493961242997,0.02173162495899683,0.022928500637297122,3.0700823986018564e-05,0.051243220901821845,0.0,0.021296401696702435,0.009275821418980156,0.008529310191117703,0.04629526880928636
0.10,0,2,E,2,2026092302,context_0,1863,6193,0.033491960857734815,0.0072822812465892055,0.06267391112488443,0.017337576462993803,0.02272402151663816,0.019749156895503772,3.028061201301908e-05,0.05184837677748811,0.0,0.02266768473296648,0.011252313603349648,0.013688128596504255,0.047315836990737686
0.10,0,2,E,2,2026092302,context_1,185,653,0.03635280930302437,0.009370934001566446,0.06357228871506856,0.052436769749627285,0.036190021542423484,0.012184111727095798,0.0005475033449159637,0.05316190924610568,0.0,0.03744360746657839,0.028405834951370515,0.027229995318881213,0.1304434190673555
0.10,0,2,E,2,2026092302,pooled,2048,6846,0.033329449032660885,0.007481081418740671,0.06258143022462712,0.015294570577294464,0.023340924010105124,0.016768701428891766,3.8752157303855676e-05,0.05160746661628263,0.0,0.021296401696702435,0.006777026899252356,0.01409045984461016,0.04616917422654882
0.10,0,2,E,3,2026092303,context_0,1863,6193,0.03338501870500199,0.009492197625954019,0.06399509985890946,0.017358980850034008,0.020852869937505458,0.027793356324873716,9.999374562855426e-06,0.051368719695223254,0.0,0.02266768473296648,0.011310055273739898,0.007949312129061404,0.04665290541649727
0.10,0,2,E,3,2026092303,context_1,185,653,0.03881346007893566,0.019006180077152726,0.0662804194189085,0.0564061491012683,0.03379379971159824,0.053651390085101044,2.6157705532424462e-05,0.057219834099419456,0.0,0.03744360746657839,0.03762360540035617,0.0163426356123064,0.13054514271066048
0.10,0,2,E,3,2026092303,pooled,2048,6846,0.03374258274441633,0.006963173460936684,0.06414170859834087,0.017415507491262566,0.020486689104844302,0.030151050304455793,4.421634529260255e-06,0.05131864849321617,0.0,0.021296401696702435,0.010201475152317039,0.008250787777218216,0.04639340479164406
0.10,0,2,E,4,2026092304,context_0,1863,6193,0.03217321480503399,0.003298019841342839,0.062064200891611944,0.02262445482050527,0.02247564441821759,0.023968230440069405,3.508575680328517e-05,0.05215825752898945,0.0,0.02266768473296648,0.016500189222992727,0.010324655271238513,0.05127960068745084
0.10,0,2,E,4,2026092304,context_1,185,653,0.031340842430000904,0.0026081610732682126,0.057884446377820954,0.053879231681098254,0.022950334012820206,0.026445789384538024,0.0005755321579018936,0.05069684694974693,0.0,0.03744360746657839,0.03579372806565948,0.026984646037136163,0.13224331966400155
0.10,0,2,E,4,2026092304,pooled,2048,6846,0.031444819425237136,0.002768052599500241,0.06162680683796378,0.022440854066741223,0.022027033466761825,0.024166588723933236,3.796372274657994e-05,0.0518804701110623,0.0,0.021296401696702435,0.017510716809834494,0.011432647081812767,0.049329430831598096
0.10,0,2,Ecal,0,2026092300,context_0,1863,6193,0.02967135546656169,0.0026148155337073014,0.05842421814011597,0.016231645160636368,0.02082968744492386,0.02402180914820133,1.5562879177574544e-05,0.05137967400818635,0.0,0.02266768473296648,0.008896071634381515,0.006043595857518398,0.05009387524837681
0.10,0,2,Ecal,0,2026092300,context_1,185,653,0.03375334838121624,0.007719218485718738,0.05855105864772602,0.0539854824236476,0.02988002554215685,0.02476926022190014,0.00023115774572617933,0.051346410090501456,0.0,0.03744360746657839,0.02734361368466078,0.015048231389890889,0.1360943341184156
0.10,0,2,Ecal,0,2026092300,pooled,2048,6846,0.02989494709976126,0.0030760365962597506,0.05841115606128611,0.018303113535655963,0.0206132927510293,0.02407900060048622,2.3608609440677498e-05,0.051207761202924224,0.0,0.021296401696702435,0.011916773923994107,0.004460217366917257,0.04852108576255862
0.10,0,2,Ecal,1,2026092301,context_0,1863,6193,0.034386069414829634,0.0022351987779513226,0.06451210308334987,0.01909692470814021,0.02212790702949352,0.022055863669547135,3.318785717138298e-05,0.051533022966296846,0.0,0.02266768473296648,0.010767921620268657,0.005413205694683555,0.048195354334004264
0.10,0,2,Ecal,1,2026092301,context_1,185,653,0.027522081817317967,0.015206909040778068,0.06288502975376666,0.05663103997877786,0.026825514263961348,0.030092055652998426,0.002099850282806835,0.05162397882951172,0.0,0.03744360746657839,0.04374547806171092,0.024626962492962597,0.13504887795910475
0.10,0,2,Ecal,1,2026092301,pooled,2048,6846,0.03321572395082495,0.003450727554962856,0.0641943566438898,0.016645965732812795,0.02177382617439183,0.022771890990112453,3.613940242584517e-05,0.05125376643090601,0.0,0.021296401696702435,0.009296047956196991,0.00568699066966809,0.045965182022736036
